Positions,Âge,Valeur marchande (millions),Valeur marchande moyenne (millions),Years,Crew
Défense,"23,33",15.2,1.27,2020,rcd mallorca
Milieu de terrain,"25,75",9.8,1.23,2020,rcd mallorca
Attaquant,"24,86",24.95,1.78,2020,rcd mallorca
Total,"24,46",50.95,1.31,2020,rcd mallorca
Gardien,"25,00",0.1,0.033,2014, cadiz
Total,"23,70",0.1,0.003,2014, cadiz
Défense,"25,90",0.3,0.03,2015, cadiz
Attaquant,"24,40",0.5,0.05,2015, cadiz
Total,"25,79",0.8,0.024,2015, cadiz
Gardien,"28,33",0.6,0.2,2016, cadiz
Défense,"28,40",3.2,0.32,2016, cadiz
Milieu de terrain,"26,00",3.85,0.35,2016, cadiz
Attaquant,"24,78",5.4,0.6,2016, cadiz
Total,"26,61",13.05,0.395,2016, cadiz
Gardien,"28,00",0.4,0.133,2017, cadiz
Défense,"26,70",4.1,0.41,2017, cadiz
Milieu de terrain,"23,88",4.1,0.513,2017, cadiz
Attaquant,"24,43",9.3,0.664,2017, cadiz
Total,"25,26",17.9,0.511,2017, cadiz
Gardien,"28,67",0.35,0.117,2018, cadiz
Défense,"26,00",7.0,0.583,2018, cadiz
Milieu de terrain,"26,00",5.7,0.814,2018, cadiz
Attaquant,"24,94",15.95,0.938,2018, cadiz
Total,"25,74",29.0,0.744,2018, cadiz
Gardien,"27,50",0.4,0.1,2019, cadiz
Défense,"24,85",6.78,0.521,2019, cadiz
Milieu de terrain,"27,10",7.55,0.755,2019, cadiz
Attaquant,"24,57",6.73,0.48,2019, cadiz
Total,"25,56",21.45,0.523,2019, cadiz
Gardien,"27,80",5.95,1.19,2020, cadiz
Défense,"25,67",12.4,1.03,2020, cadiz
Milieu de terrain,"26,67",13.7,1.52,2020, cadiz
Attaquant,"25,73",15.4,1.03,2020, cadiz
Total,"26,17",47.45,1.16,2020, cadiz
Gardien,"29,67",2.4,0.8,2014,eibar
Défense,"25,50",12.5,1.25,2014,eibar
Milieu de terrain,"28,40",6.1,1.22,2014,eibar
Attaquant,"28,14",8.9,1.27,2014,eibar
Total,"27,32",29.9,1.2,2014,eibar
Gardien,"29,00",1.7,0.425,2015,eibar
Défense,"24,33",17.4,1.45,2015,eibar
Milieu de terrain,"23,11",13.4,1.49,2015,eibar
Attaquant,"25,10",24.1,2.41,2015,eibar
Total,"24,77",56.6,1.62,2015,eibar
Gardien,"24,00",4.1,0.82,2016,eibar
Défense,"24,14",23.45,1.68,2016,eibar
Milieu de terrain,"23,71",16.75,2.39,2016,eibar
Attaquant,"24,75",26.25,2.19,2016,eibar
Total,"24,24",70.55,1.86,2016,eibar
Gardien,"26,50",6.1,1.53,2017,eibar
Défense,"26,09",20.5,1.86,2017,eibar
Milieu de terrain,"24,38",13.55,1.69,2017,eibar
Attaquant,"26,50",19.9,1.99,2017,eibar
Total,"25,85",60.05,1.82,2017,eibar
Gardien,"27,50",12.1,3.03,2018,eibar
Défense,"26,60",29.45,2.95,2018,eibar
Milieu de terrain,"23,14",30.25,4.32,2018,eibar
Attaquant,"27,73",24.3,2.21,2018,eibar
Total,"26,34",96.1,3.0,2018,eibar
Gardien,"28,50",10.7,5.35,2019,eibar
Défense,"25,83",18.65,1.55,2019,eibar
Milieu de terrain,"25,00",10.8,1.54,2019,eibar
Attaquant,"31,13",13.6,1.7,2019,eibar
Total,"27,28",53.75,1.85,2019,eibar
Gardien,"23,50",9.1,2.28,2020,eibar
Défense,"26,08",22.4,1.72,2020,eibar
Milieu de terrain,"26,00",9.8,1.4,2020,eibar
Attaquant,"27,10",42.1,4.21,2020,eibar
Total,"26,06",83.4,2.45,2020,eibar
